sensor,deployment,year,timestamp,depth,temperature,C7_output,gain,est.chl_a,battery,flag_RE
240115,Summer2018,2018,2018-07-27 19:42:00,9,8.213,50.55104,10,7.804444045,3,q
240115,Winter2018,2019,2019-03-12 20:26:00,3,-0.146,50.55362,10,6.81002695,2.72,n
240115,Summer2018,2018,2018-07-30 15:12:00,9,10.585,50.56271,10,7.805363291,2.99,n
240115,Summer2018,2018,2018-07-17 12:42:00,9,7.625,50.57012,10,7.805946976,3.02,q
240115,Winter2018,2018,2018-12-21 05:56:00,3,0.453,50.57138,10,6.810354675,2.81,n
240115,Winter2018,2018,2018-11-29 07:56:00,3,1.31,50.58915,10,6.810682585,2.85,n
240115,Winter2018,2018,2018-09-23 09:56:00,3,8.128,50.59093,10,6.810715431,2.99,n
240115,Winter2018,2018,2018-12-12 05:56:00,3,0.555,50.59626,10,6.810813786,2.83,n
240115,Winter2018,2018,2018-12-28 07:26:00,3,0.373,50.60099,10,6.810901068,2.8,n
240115,Winter2018,2019,2019-03-12 12:56:00,3,-0.134,50.60573,10,6.810988536,2.72,n
240115,Winter2018,2018,2018-12-15 01:26:00,3,0.498,50.60928,10,6.811054044,2.82,n
240115,Winter2018,2019,2019-01-29 14:56:00,3,0.419,50.62752,100,6.811390627,2.76,n
240115,Winter2018,2019,2019-02-27 16:26:00,3,0.224,50.62823,10,6.811403728,2.7,n
240115,Winter2018,2018,2018-09-08 09:56:00,3,9.185,50.63238,10,6.811480308,3.03,n
240115,Summer2018,2018,2018-07-05 15:42:00,9,6.544,50.63705,10,7.811219053,3.06,q
240115,Summer2018,2018,2018-08-03 20:12:00,9,10.666,50.65046,10,7.812275358,2.98,n
240115,Winter2018,2019,2019-02-12 09:26:00,3,0.384,50.65311,10,6.811862839,2.75,n
240115,Winter2018,2019,2019-02-08 14:26:00,3,0.407,50.66495,10,6.812081322,2.75,n
240115,Winter2018,2019,2019-07-21 10:56:00,3,5.265,50.66554,10,6.81209221,2.63,n
240115,Winter2018,2019,2019-07-15 15:56:00,3,4.267,50.6685,10,6.812146831,2.63,n
240115,Winter2018,2018,2018-12-22 22:26:00,3,0.396,50.67798,10,6.812321765,2.81,n
240115,Winter2018,2018,2018-12-08 23:26:00,3,0.692,50.68342,100,6.812422149,2.83,n
240115,Winter2018,2019,2019-01-27 08:56:00,3,0.35,50.68568,10,6.812463853,2.76,n
240115,Summer2018,2018,2018-08-03 21:42:00,9,10.594,50.68833,10,7.815258378,2.98,n
240115,Winter2018,2019,2019-01-10 17:26:00,3,0.304,50.71055,10,6.812922779,2.78,n
240115,Winter2018,2019,2019-01-13 07:56:00,3,0.27,50.71055,10,6.812922779,2.77,n
240115,Winter2018,2018,2018-11-14 09:26:00,3,2.115,50.71884,10,6.813075755,2.87,n
240115,Summer2018,2018,2018-07-05 16:12:00,9,6.554,50.71907,10,7.817679768,3.06,q
240115,Winter2018,2019,2019-01-05 12:56:00,3,0.476,50.72772,10,6.813239617,2.79,n
240115,Summer2018,2018,2018-08-08 17:12:00,9,9.829,50.73081,10,7.818604528,2.97,n
240115,Winter2018,2019,2019-01-13 05:26:00,3,0.247,50.73897,10,6.813447213,2.78,n
240115,Winter2018,2018,2018-12-22 21:26:00,3,0.396,50.74194,10,6.813502019,2.81,n
240115,Winter2018,2018,2018-12-21 01:26:00,3,0.464,50.7449,10,6.81355664,2.81,n
240115,Winter2018,2018,2018-12-27 18:56:00,3,0.384,50.74727,10,6.813600373,2.8,n
240115,Summer2018,2018,2018-07-09 10:42:00,9,6.622,50.75491,10,7.820502885,3.05,q
240115,Summer2018,2018,2018-07-27 06:12:00,9,8.383,50.76609,10,7.821383533,3,q
240115,Winter2018,2019,2019-01-24 03:56:00,3,0.224,50.77332,10,6.814081074,2.77,n
240115,Summer2018,2018,2018-07-28 04:42:00,9,8.476,50.77567,10,7.82213815,2.99,q
240115,Winter2018,2018,2018-12-27 12:56:00,3,0.396,50.77569,10,6.814124808,2.8,n
240115,Summer2018,2018,2018-07-27 23:12:00,9,8.888,50.78049,10,7.822517821,3,q
240115,Winter2018,2018,2018-08-30 13:26:00,3,9.582,50.7822,10,6.814244937,3.07,n
240115,Summer2018,2018,2018-07-28 00:42:00,9,8.523,50.7823,10,7.822660395,2.99,q
240115,Winter2018,2018,2018-09-15 12:56:00,3,9.351,50.78457,10,6.81428867,3.01,n
240115,Winter2018,2018,2018-12-22 17:26:00,3,0.419,50.78457,10,6.81428867,2.81,n
240115,Summer2018,2018,2018-07-28 01:12:00,9,8.383,50.78601,10,7.822952632,3,q
240115,Summer2018,2018,2018-08-17 22:42:00,9,11.062,50.78852,10,7.823150344,2.95,n
240115,Winter2018,2018,2018-12-31 14:56:00,3,0.419,50.79227,10,6.814430758,2.8,n
240115,Winter2018,2019,2019-01-11 21:26:00,3,0.327,50.80589,10,6.814682088,2.78,n
240115,Winter2018,2018,2018-11-27 00:26:00,3,1.566,50.81063,10,6.814769555,2.85,n
240115,Winter2018,2018,2018-12-26 19:26:00,3,0.327,50.81063,10,6.814769555,2.8,n
240115,Summer2018,2018,2018-08-07 18:12:00,9,9.747,50.81633,10,7.825340938,2.97,n
240115,Winter2018,2018,2018-12-08 11:26:00,3,0.873,50.82247,10,6.814988039,2.83,n
240115,Summer2018,2018,2018-08-10 17:42:00,9,9.948,50.82276,10,7.825847429,2.97,n
240115,Winter2018,2018,2018-12-29 02:56:00,3,0.361,50.84557,10,6.815414303,2.8,n
240115,Winter2018,2019,2019-01-24 05:26:00,3,0.235,50.85623,10,6.815611012,2.76,n
240115,Winter2018,2018,2018-12-06 11:26:00,3,0.816,50.86215,10,6.815720254,2.83,n
240115,Winter2018,2019,2019-01-31 14:26:00,3,0.544,50.86215,10,6.815720254,2.76,n
240115,Winter2018,2018,2018-12-09 06:26:00,3,0.658,50.86926,10,6.815851455,2.82,n
240115,Winter2018,2019,2019-01-09 23:56:00,3,0.316,50.8734,10,6.81592785,2.78,n
240115,Winter2018,2018,2018-12-18 21:56:00,3,0.453,50.91479,100,6.81669162,2.81,n
240115,Summer2018,2018,2018-07-27 16:12:00,9,8.354,50.92867,10,7.83418996,3,q
240115,Winter2018,2018,2018-12-06 09:56:00,3,0.816,50.93203,10,6.81700975,2.83,n
240115,Winter2018,2018,2018-12-22 12:26:00,3,0.396,50.93677,10,6.817097217,2.81,n
240115,Winter2018,2018,2018-11-28 08:56:00,3,1.422,50.93914,10,6.81714095,2.82,n
240115,Winter2018,2019,2019-06-28 12:26:00,3,0.487,50.94743,10,6.817293926,2.62,n
240115,Summer2018,2018,2018-07-26 12:42:00,9,8.147,50.95292,10,7.836100132,3,q
240115,Winter2018,2018,2018-12-09 18:26:00,3,0.68,50.95809,10,6.817490635,2.83,n
240115,Winter2018,2019,2019-01-15 20:26:00,3,0.189,50.9646,10,6.817610764,2.77,n
240115,Winter2018,2019,2019-06-14 14:56:00,3,-0.1,50.96579,10,6.817632723,2.64,n
240115,Winter2018,2018,2018-09-09 12:56:00,3,9.166,50.99125,10,6.818102536,3.03,n
240115,Winter2018,2018,2018-09-26 12:56:00,3,6.69,50.9954,10,6.818179116,2.97,n
240115,Winter2018,2018,2018-12-23 00:26:00,3,0.407,50.99895,10,6.818244624,2.8,n
240115,Winter2018,2018,2018-09-07 11:26:00,3,9.12,50.99954,10,6.818255512,3.04,n
240115,Summer2018,2018,2018-07-27 22:42:00,9,8.476,51.00525,10,7.840222167,2.99,q
240115,Summer2018,2018,2018-08-03 19:12:00,9,10.657,51.01091,10,7.840668005,2.98,n
240115,Winter2018,2019,2019-02-13 12:56:00,3,0.441,51.01731,10,6.818583421,2.74,n
240115,Winter2018,2018,2018-08-28 13:26:00,3,9.921,51.02382,10,6.81870355,3.08,n
240115,Winter2018,2019,2019-01-13 05:56:00,3,0.247,51.02915,10,6.818801905,2.78,n
240115,Winter2018,2018,2018-12-21 18:56:00,3,0.464,51.05639,10,6.819304565,2.81,n
240115,Summer2018,2018,2018-08-07 18:42:00,9,9.866,51.06938,10,7.845273687,2.97,n
240115,Winter2018,2018,2018-12-28 20:26:00,3,0.338,51.07238,10,6.819599628,2.8,n
240115,Summer2018,2018,2018-08-17 20:42:00,9,10.891,51.07267,10,7.84553284,2.95,n
240115,Summer2018,2018,2018-07-27 09:12:00,9,8.439,51.07651,10,7.845835317,3,q
240115,Winter2018,2019,2019-03-16 18:56:00,3,-0.169,51.07889,10,6.819719757,2.72,n
240115,Winter2018,2019,2019-01-03 11:56:00,3,0.43,51.07949,10,6.819730829,2.79,n
240115,Summer2018,2018,2018-08-12 20:42:00,9,9.957,51.08217,10,7.846281155,2.96,n
240115,Winter2018,2018,2018-12-10 02:26:00,3,0.68,51.09666,10,6.820047667,2.83,n
240115,Summer2018,2018,2018-08-14 04:12:00,9,10.103,51.0974,10,7.847480822,2.96,n
240115,Winter2018,2019,2019-01-13 06:26:00,3,0.258,51.1014,10,6.820135134,2.78,n
240115,Winter2018,2019,2019-02-19 07:26:00,3,0.039,51.10258,10,6.820156909,2.75,n
240115,Winter2018,2019,2019-07-12 13:26:00,3,3.665,51.10377,10,6.820178868,2.63,n
240115,Winter2018,2018,2018-12-12 04:56:00,3,0.555,51.10554,10,6.82021153,2.82,n
240115,Summer2018,2018,2018-08-18 03:12:00,9,10.909,51.10655,10,7.848201568,2.95,n
240115,Summer2018,2018,2018-08-04 00:12:00,9,10.267,51.11773,10,7.849082216,2.98,n
240115,Summer2018,2018,2018-08-08 22:12:00,9,9.82,51.11794,10,7.849098758,2.97,n
240115,Winter2018,2018,2018-12-31 16:26:00,3,0.35,51.13219,10,6.820703302,2.79,n
240115,Winter2018,2019,2019-01-13 04:26:00,3,0.247,51.15233,10,6.821074945,2.78,n
240115,Winter2018,2018,2018-08-26 13:56:00,3,10.067,51.15647,10,6.821151341,3.09,n
240115,Winter2018,2019,2019-03-16 20:26:00,3,-0.134,51.16121,10,6.821238808,2.72,n
240115,Winter2018,2019,2019-03-10 16:26:00,3,-0.111,51.17009,10,6.821402671,2.69,n
240115,Summer2018,2018,2018-07-28 05:12:00,9,8.739,51.17942,10,7.853941537,2.99,q
240115,Winter2018,2019,2019-06-12 20:26:00,3,0.201,51.18845,10,6.821741468,2.64,n
240115,Winter2018,2018,2018-12-08 09:26:00,3,0.828,51.21392,10,6.822211466,2.83,n
240115,Summer2018,2018,2018-07-27 19:12:00,9,8.476,51.21708,10,7.856908016,2.99,q
240115,Summer2018,2018,2018-08-20 23:42:00,9,10.067,51.2182,10,7.856996238,2.95,n
240115,Winter2018,2019,2019-02-09 05:26:00,3,0.212,51.21865,10,6.822298748,2.75,n
240115,Summer2018,2018,2018-07-27 08:12:00,9,8.194,51.23077,10,7.857986377,3,q
240115,Winter2018,2019,2019-01-11 23:56:00,3,0.293,51.24056,10,6.822703054,2.78,n
240115,Summer2018,2018,2018-08-03 20:42:00,9,10.63,51.24873,10,7.859401086,2.98,n
240115,Winter2018,2019,2019-02-02 13:56:00,3,0.498,51.25359,10,6.822943496,2.76,n
240115,Summer2018,2018,2018-07-31 17:42:00,9,10.322,51.25411,10,7.859824869,2.99,n
240115,Winter2018,2018,2018-12-09 20:56:00,3,0.68,51.25537,10,6.822976343,2.83,n
240115,Summer2018,2018,2018-07-27 16:42:00,9,8.757,51.27577,10,7.861531027,2.99,q
240115,Summer2018,2018,2018-08-04 20:12:00,9,9.683,51.27954,10,7.86182799,2.98,n
240115,Winter2018,2018,2018-12-30 17:56:00,3,0.396,51.28202,10,6.823468115,2.79,n
240115,Winter2018,2019,2019-01-22 00:56:00,3,0.281,51.30511,10,6.823894195,2.77,n
240115,Winter2018,2019,2019-02-20 10:26:00,3,0.097,51.31696,10,6.824112863,2.74,n
240115,Winter2018,2018,2018-12-02 02:26:00,3,1.019,51.31933,10,6.824156596,2.84,n
240115,Winter2018,2019,2019-01-10 14:56:00,3,0.419,51.31933,10,6.824156596,2.78,n
240115,Winter2018,2019,2019-01-13 03:26:00,3,0.247,51.32051,10,6.824178371,2.78,n
240115,Summer2018,2018,2018-08-14 22:42:00,9,9.948,51.32866,10,7.865697172,2.96,n
240115,Summer2018,2018,2018-08-03 19:42:00,9,10.711,51.33522,10,7.866213903,2.98,n
240115,Summer2018,2018,2018-08-17 21:42:00,9,10.918,51.34445,10,7.866940951,2.95,n
240115,Winter2018,2019,2019-01-18 15:26:00,3,0.258,51.35604,10,6.824834006,2.74,n
240115,Summer2018,2018,2018-08-20 18:12:00,9,10.058,51.35996,10,7.868162673,2.95,n
240115,Winter2018,2018,2018-11-29 20:56:00,3,1.21,51.37262,10,6.825139957,2.84,n
240115,Summer2018,2018,2018-07-27 20:42:00,9,8.645,51.38441,10,7.8700886,3,q
240115,Winter2018,2018,2018-12-05 10:56:00,3,0.895,51.38447,10,6.825358625,2.83,n
240115,Winter2018,2019,2019-01-20 15:26:00,3,0.35,51.3969,10,6.825587996,2.77,n
240115,Summer2018,2018,2018-08-03 23:42:00,9,10.367,51.40334,10,7.871579716,2.98,n
240115,Winter2018,2019,2019-01-09 01:56:00,3,0.293,51.40875,10,6.825806664,2.78,n
240115,Summer2018,2018,2018-08-06 20:12:00,9,9.866,51.41396,10,7.872416253,2.97,n
240115,Summer2018,2018,2018-08-08 16:12:00,9,9.903,51.41858,10,7.872780171,2.97,n
240115,Summer2018,2018,2018-08-06 19:42:00,9,9.838,51.42444,10,7.873241763,2.98,n
240115,Winter2018,2019,2019-01-12 04:26:00,3,0.304,51.43125,10,6.826221856,2.78,n
240115,Winter2018,2018,2018-12-31 09:26:00,3,0.384,51.43184,10,6.826232744,2.79,n
240115,Summer2018,2018,2018-08-03 15:12:00,9,10.566,51.43457,10,7.874039703,2.98,n
240115,Winter2018,2019,2019-06-29 08:56:00,3,0.109,51.43717,10,6.826331098,2.58,n
240115,Summer2018,2018,2018-08-13 20:12:00,9,10.103,51.44401,10,7.874783292,2.96,n
240115,Winter2018,2018,2018-12-09 07:26:00,3,0.68,51.45221,100,6.826608631,2.83,n
240115,Winter2018,2018,2018-12-19 05:26:00,3,0.476,51.45553,10,6.826669895,2.81,n
240115,Summer2018,2018,2018-08-13 02:42:00,9,9.948,51.46259,10,7.876246838,2.96,n
240115,Winter2018,2019,2019-02-09 05:56:00,3,0.189,51.46264,10,6.826801096,2.75,n
240115,Winter2018,2018,2018-12-19 05:56:00,3,0.441,51.46619,10,6.826866604,2.81,n
240115,Winter2018,2018,2018-12-11 19:26:00,3,0.635,51.48455,10,6.827205401,2.82,n
240115,Winter2018,2018,2018-10-01 11:26:00,3,5.074,51.48633,10,6.827238247,2.96,n
240115,Winter2018,2019,2019-02-02 15:26:00,3,0.51,51.4958,10,6.827412997,2.75,n
240115,Summer2018,2018,2018-08-02 20:12:00,9,10.512,51.4978,10,7.87902033,2.99,n
240115,Summer2018,2018,2018-07-27 08:42:00,9,8.608,51.50276,10,7.879411029,3,q
240115,Winter2018,2019,2019-06-19 08:26:00,3,-0.042,51.52896,10,6.828024899,2.63,n
240115,Summer2018,2018,2018-07-28 08:42:00,9,8.692,51.52973,10,7.881535456,2.99,q
240115,Winter2018,2019,2019-01-01 21:56:00,3,0.304,51.53074,10,6.828057745,2.79,n
240115,Winter2018,2019,2019-06-15 09:56:00,3,0.12,51.53548,10,6.828145212,2.64,n
240115,Winter2018,2018,2018-08-28 10:56:00,3,9.903,51.54081,10,6.828243567,3.08,n
240115,Summer2018,2018,2018-08-13 17:12:00,9,10.021,51.54776,10,7.882955679,2.96,n
240115,Summer2018,2018,2018-08-10 20:12:00,9,9.811,51.55083,10,7.883197503,2.97,n
240115,Winter2018,2018,2018-12-06 10:56:00,3,0.828,51.55561,10,6.828516671,2.83,n
240115,Winter2018,2018,2018-08-25 12:26:00,3,9.838,51.56094,10,6.828615026,3.1,n
240115,Summer2018,2018,2018-08-04 19:42:00,9,9.683,51.57983,10,7.885481833,2.98,n
240115,Summer2018,2018,2018-07-27 18:12:00,9,8.42,51.58213,10,7.885663004,2.99,q
240115,Winter2018,2019,2019-01-12 12:56:00,3,0.293,51.58984,100,6.829148318,2.78,n
240115,Winter2018,2018,2018-12-21 20:26:00,3,0.487,51.5947,10,6.829237999,2.8,n
240115,Winter2018,2019,2019-01-18 13:26:00,3,0.247,51.61483,10,6.829609458,2.77,n
240115,Summer2018,2018,2018-08-10 20:42:00,9,9.884,51.61916,10,7.888579857,2.96,n
240115,Winter2018,2019,2019-01-11 10:26:00,3,0.316,51.62016,10,6.829707812,2.78,n
240115,Winter2018,2018,2018-12-24 06:56:00,3,0.35,51.62135,10,6.829729772,2.8,n
240115,Winter2018,2018,2018-11-28 04:56:00,3,1.455,51.62194,10,6.829740659,2.84,n
240115,Winter2018,2019,2019-05-03 15:26:00,3,-0.204,51.6249,10,6.82979528,2.67,n
240115,Winter2018,2018,2018-12-26 05:56:00,3,0.35,51.62668,10,6.829828126,2.8,n
240115,Summer2018,2018,2018-08-01 17:42:00,9,10.204,51.63551,10,7.889867747,2.99,n
240115,Summer2018,2018,2018-07-28 15:42:00,9,9.333,51.64061,10,7.890269474,2.99,q
240115,Summer2018,2018,2018-08-01 22:42:00,9,10.194,51.64913,10,7.890940594,2.99,n
240115,Winter2018,2019,2019-01-20 12:56:00,3,0.453,51.65036,10,6.830265093,2.77,n
240115,Summer2018,2018,2018-08-07 02:42:00,9,9.765,51.65158,10,7.891133581,2.97,n
240115,Winter2018,2019,2019-01-19 22:26:00,3,0.201,51.65332,10,6.830319714,2.77,n
240115,Summer2018,2018,2018-08-02 00:42:00,9,10.313,51.65661,10,7.891529794,2.99,n
240115,Summer2018,2018,2018-08-06 23:42:00,9,9.765,51.6571,10,7.891568391,2.97,n
240115,Winter2018,2019,2019-01-11 20:56:00,3,0.304,51.65984,10,6.830440028,2.78,n
240115,Winter2018,2018,2018-12-29 14:56:00,3,0.441,51.6628,10,6.830494648,2.79,n
240115,Winter2018,2018,2018-09-02 12:26:00,3,9.351,51.66695,10,6.830571228,3.06,n
240115,Summer2018,2018,2018-08-14 01:42:00,9,10.094,51.668,10,7.892426984,2.96,n
240115,Winter2018,2018,2018-12-28 10:56:00,3,0.396,51.67701,10,6.830756866,2.79,n
240115,Summer2018,2018,2018-08-04 17:42:00,9,9.729,51.68819,10,7.89401735,2.98,n
240115,Winter2018,2018,2018-12-15 12:26:00,3,0.635,51.69152,100,6.831024619,2.82,n
240115,Summer2018,2018,2018-08-02 00:12:00,9,10.185,51.69951,10,7.894909027,2.99,n
240115,Summer2018,2018,2018-07-27 15:42:00,9,8.748,51.70258,10,7.895150851,2.99,q
240115,Summer2018,2018,2018-08-03 16:12:00,9,10.585,51.70768,10,7.895552578,2.98,n
240115,Winter2018,2018,2018-12-06 16:26:00,3,0.816,51.71201,100,6.831402721,2.83,n
240115,Winter2018,2019,2019-07-11 15:56:00,3,3.275,51.71254,10,6.831412501,2.62,n
240115,Winter2018,2019,2019-07-19 13:26:00,3,4.718,51.71965,10,6.831543701,2.63,n
240115,Summer2018,2018,2018-07-27 14:12:00,9,8.034,51.72501,10,7.896917662,3,q
240115,Winter2018,2019,2019-02-19 14:26:00,3,-0.007,51.72913,10,6.831718636,2.74,n
240115,Winter2018,2019,2019-02-17 18:56:00,3,0.074,51.73149,10,6.831762185,2.75,n
240115,Summer2018,2018,2018-07-28 16:12:00,9,9.866,51.73549,10,7.897743171,2.99,q
240115,Summer2018,2018,2018-08-04 16:42:00,9,9.756,51.73933,10,7.898045648,2.98,n
240115,Winter2018,2019,2019-06-12 11:26:00,3,0.441,51.74038,10,6.831926232,2.65,n
240115,Summer2018,2018,2018-08-20 22:12:00,9,10.076,51.7431,10,7.898342611,2.95,n
240115,Summer2018,2018,2018-08-01 18:12:00,9,10.249,51.7496,10,7.898854616,2.99,n
240115,Summer2018,2018,2018-08-04 19:12:00,9,9.692,51.74974,10,7.898865644,2.98,n
240115,Summer2018,2018,2018-08-14 15:12:00,9,9.994,51.75282,10,7.899108255,2.96,n
240115,Summer2018,2018,2018-08-20 19:42:00,9,10.085,51.75463,10,7.899250829,2.95,n
240115,Summer2018,2018,2018-08-13 22:42:00,9,9.966,51.75931,10,7.899619473,2.96,n
240115,Winter2018,2019,2019-01-27 03:56:00,3,0.189,51.76999,10,6.832472625,2.76,n
240115,Winter2018,2019,2019-01-18 16:26:00,3,0.224,51.77709,10,6.832603642,2.77,n
240115,Winter2018,2019,2019-01-21 20:26:00,3,0.258,51.78598,10,6.832767689,2.77,n
240115,Winter2018,2018,2018-12-09 02:26:00,3,0.726,51.78894,10,6.83282231,2.83,n
240115,Winter2018,2018,2018-08-25 11:56:00,3,9.747,51.79131,10,6.832866043,3.1,n
240115,Winter2018,2019,2019-01-03 07:56:00,3,0.316,51.79308,10,6.832898705,2.79,n
240115,Winter2018,2019,2019-02-09 10:56:00,3,0.419,51.79664,10,6.832964398,2.75,n
240115,Winter2018,2019,2019-02-18 05:26:00,3,0.062,51.80137,10,6.833051681,2.75,n
240115,Summer2018,2018,2018-08-04 17:12:00,9,9.719,51.8027,10,7.903037303,2.98,n
240115,Summer2018,2018,2018-08-17 18:42:00,9,10.765,51.81025,10,7.903632017,2.95,n
240115,Summer2018,2018,2018-08-03 23:12:00,9,10.403,51.81786,10,7.904231456,2.98,n
240115,Summer2018,2018,2018-07-28 18:42:00,9,9.738,51.81828,10,7.90426454,3,q
240115,Winter2018,2018,2018-09-18 10:56:00,3,9.582,51.82026,100,6.833400258,3,n
240115,Winter2018,2019,2019-01-11 22:26:00,3,0.293,51.82269,10,6.833445099,2.78,n
240115,Winter2018,2019,2019-06-15 06:56:00,3,-0.111,51.82447,10,6.833477945,2.64,n
240115,Winter2018,2019,2019-01-15 07:26:00,3,0.212,51.82743,10,6.833532566,2.77,n
240115,Summer2018,2018,2018-08-08 21:12:00,9,9.848,51.83253,10,7.905387012,2.97,n
240115,Winter2018,2019,2019-03-13 17:56:00,3,-0.158,51.83276,10,6.83363092,2.72,n
240115,Summer2018,2018,2018-08-07 16:42:00,9,9.829,51.83666,10,7.905712332,2.97,n
240115,Winter2018,2018,2018-12-08 05:26:00,3,0.726,51.83691,10,6.8337075,2.8,n
240115,Summer2018,2018,2018-08-18 02:12:00,9,10.927,51.85084,10,7.906829291,2.95,n
240115,Winter2018,2019,2019-01-09 12:26:00,3,0.464,51.85526,10,6.834046113,2.78,n
240115,Winter2018,2018,2018-10-08 12:26:00,3,3.884,51.85882,10,6.834111805,2.94,n
240115,Summer2018,2018,2018-07-28 20:42:00,9,9.93,51.86139,10,7.907660314,3,q
240115,Winter2018,2019,2019-07-21 11:56:00,3,5.496,51.86296,10,6.834188201,2.63,n
240115,Winter2018,2018,2018-09-08 10:56:00,3,9.259,51.86592,10,6.834242822,3.05,n
240115,Winter2018,2018,2018-12-30 08:26:00,3,0.407,51.87066,10,6.834330289,2.79,n
240115,Summer2018,2018,2018-08-14 03:42:00,9,10.103,51.8732,10,7.908590588,2.96,n
240115,Summer2018,2018,2018-07-27 12:12:00,9,8.664,51.87445,10,7.908689051,3,q
240115,Summer2018,2018,2018-08-14 00:42:00,9,10.003,51.87718,10,7.908904093,2.96,n
240115,Summer2018,2018,2018-08-03 21:12:00,9,10.539,51.87767,10,7.90894269,2.98,n
240115,Winter2018,2019,2019-01-02 08:26:00,3,0.316,51.87836,10,6.834472377,2.79,n
240115,Summer2018,2018,2018-08-17 01:12:00,9,10.918,51.88808,10,7.909762686,2.95,n
240115,Summer2018,2018,2018-07-31 00:12:00,9,10.44,51.89506,10,7.9103125,2.99,n
240115,Summer2018,2018,2018-08-17 18:12:00,9,11.062,51.89835,10,7.910571654,2.95,n
240115,Winter2018,2019,2019-07-21 09:56:00,3,5.144,51.90086,10,6.83488757,2.63,n
240115,Summer2018,2018,2018-08-20 20:12:00,9,10.103,51.90743,10,7.911286885,2.95,n
240115,Summer2018,2018,2018-08-18 05:12:00,9,10.801,51.90911,10,7.911419219,2.95,n
240115,Summer2018,2018,2018-07-31 22:42:00,9,10.267,51.90939,10,7.911441274,2.99,n
240115,Summer2018,2018,2018-08-20 19:12:00,9,10.085,51.91826,10,7.912139964,2.95,n
240115,Summer2018,2018,2018-08-17 19:42:00,9,10.936,51.92574,10,7.912729164,2.95,n
240115,Summer2018,2018,2018-08-13 01:12:00,9,9.948,51.93321,10,7.913317576,2.96,n
240115,Summer2018,2018,2018-08-10 04:42:00,9,9.838,51.93482,10,7.913444395,2.97,n
240115,Winter2018,2018,2018-12-19 02:26:00,3,0.476,51.93995,10,6.835608897,2.82,n
240115,Winter2018,2019,2019-01-11 19:56:00,3,0.293,51.94172,10,6.835641559,2.78,n
240115,Summer2018,2018,2018-07-27 12:42:00,9,8.617,51.94439,10,7.914198224,3,q
240115,Summer2018,2018,2018-08-17 03:42:00,9,11.053,51.94586,10,7.914314016,2.95,n
240115,Winter2018,2018,2018-11-21 04:56:00,3,1.853,51.95298,10,6.83584934,2.86,n
240115,Summer2018,2018,2018-08-03 17:12:00,9,10.612,51.95312,10,7.914885886,2.99,n
240115,Winter2018,2019,2019-01-12 10:26:00,3,0.281,51.95594,10,6.835903961,2.78,n
240115,Summer2018,2018,2018-08-07 01:42:00,9,9.811,51.95899,10,7.915348266,2.97,n
240115,Summer2018,2018,2018-08-14 23:42:00,9,10.085,51.97974,10,7.916982744,2.96,n
240115,Winter2018,2019,2019-01-01 14:26:00,3,0.373,51.98851,10,6.836504975,2.79,n
240115,Winter2018,2018,2018-11-21 18:56:00,3,1.864,51.99088,10,6.836548709,2.86,n
240115,Winter2018,2019,2019-02-09 12:56:00,3,0.464,51.99088,10,6.836548709,2.75,n
240115,Winter2018,2019,2019-01-02 02:56:00,3,0.338,51.99384,10,6.83660333,2.79,n
240115,Summer2018,2018,2018-07-28 16:42:00,9,9.314,51.99525,10,7.918204467,3,q
240115,Winter2018,2019,2019-01-13 11:26:00,3,0.293,51.99857,10,6.836690612,2.78,n
240115,Winter2018,2019,2019-01-12 22:56:00,3,0.247,51.99976,10,6.836712571,2.78,n
240115,Summer2018,2018,2018-08-06 19:12:00,9,9.784,52.00867,10,7.91926156,2.97,n
240115,Winter2018,2018,2018-12-19 01:26:00,3,0.43,52.01042,10,6.83690928,2.82,n
240115,Winter2018,2019,2019-07-21 12:56:00,3,5.626,52.01634,10,6.837018522,2.63,n
240115,Summer2018,2018,2018-08-01 20:42:00,9,10.222,52.02592,10,7.920620342,2.99,n
240115,Summer2018,2018,2018-08-02 21:12:00,9,10.621,52.0327,10,7.921154403,2.98,n
240115,Summer2018,2018,2018-08-06 18:12:00,9,9.747,52.03633,10,7.921440338,2.97,n
240115,Summer2018,2018,2018-08-17 19:12:00,9,10.855,52.04283,10,7.921952343,2.95,n
240115,Winter2018,2018,2018-12-13 02:56:00,3,0.533,52.04714,10,6.837586874,2.82,n
240115,Winter2018,2019,2019-01-02 02:26:00,3,0.304,52.04832,10,6.837608649,2.79,n
240115,Summer2018,2018,2018-08-20 23:12:00,9,10.058,52.05226,10,7.922695144,2.95,n
240115,Summer2018,2018,2018-07-27 15:12:00,9,8.711,52.05233,10,7.922700658,2.99,q
240115,Summer2018,2018,2018-07-27 13:42:00,9,8.383,52.05618,10,7.923003923,3,q
240115,Summer2018,2018,2018-08-03 22:42:00,9,10.512,52.05708,10,7.923074816,2.98,n
240115,Summer2018,2018,2018-07-31 20:12:00,9,10.122,52.05715,10,7.92308033,2.99,n
240115,Summer2018,2018,2018-08-07 20:12:00,9,9.838,52.06142,10,7.923416677,2.97,n
240115,Summer2018,2018,2018-08-13 19:42:00,9,10.076,52.06435,10,7.923647474,2.96,n
240115,Summer2018,2018,2018-07-28 09:12:00,9,8.776,52.07183,10,7.924236673,2.99,q
240115,Summer2018,2018,2018-08-04 22:12:00,9,9.683,52.07266,10,7.924302052,2.98,n
